-1486,-5329,3276|18,136,75|1,0,-8
3194,-1663,-2652|-82,2,87|0,2,-1
-5971,3017,11661|-107,2,-20|13,-4,-14
-8857,4343,4836|147,8,55|4,-6,-9
-628,-9346,1131|36,-1,10|-1,12,-2
-4138,4967,-4017|-54,32,82|8,-8,1
5768,3563,-4836|-108,-52,63|-2,-2,3
14933,-688,2418|-123,-43,17|-13,3,-4
7224,-3092,-808|-33,112,43|-11,-1,-1
3429,-518,-8893|14,-17,67|-7,2,12
199,1711,-191|-15,-124,96|0,-3,-12
-1079,997,805|111,-84,-13|-3,0,-8
-935,-299,-1523|47,76,116|5,-8,2
325,-1187,1867|-58,85,-108|5,2,-7
-1697,1141,-1187|130,-161,179|2,10,-12
859,-671,-1133|-96,29,51|4,4,7
595,-3438,-4651|-21,165,79|0,-3,6
63,-2794,-3615|-2,-61,-45|0,11,12
679,1588,-1263|63,0,16|-6,-4,2
875,-1758,-2159|-31,76,-68|0,-1,10
-2219,-708,-535|-80,53,-68|11,-2,6
2499,-330,7151|-60,-120,-67|-2,9,-13
-1155,846,1047|-31,12,6|5,-3,-3
-7454,-5579,4859|16,11,73|16,12,-16
-88,-185,3757|92,-10,-84|-6,1,-3
-1016,-3781,-3377|-86,114,102|8,1,1
-1828,1642,1727|-43,-88,31|7,2,-6
-88,1700,-42|92,30,-28|-6,-6,2
1594,1816,3322|-26,56,36|-2,-8,-10
-7793,5931,-1780|-51,34,-3|20,-15,4
-383,1566,-1735|-19,40,-20|2,-6,5
-2453,-2289,-3250|19,29,-16|4,3,8
-863,4146,1400|28,-108,-47|0,-2,0
-1793,5091,-2500|90,-124,145|-2,-3,-4
982,4641,-4600|-80,-47,29|3,-7,8
1147,3711,-3430|23,77,114|-4,-13,0
3382,6531,1490|-160,-141,12|3,-5,-4
-5005,12388,3235|8,3,-163|6,-16,4
1937,-560,-1952|-30,-105,-30|-1,6,4
-1183,-1067,10450|-50,28,-148|4,0,-6
-286,10087,8734|27,-138,-44|-1,-6,-9
-2080,-677,5926|-7,-22,-52|3,2,-5
-6136,7591,5614|-43,6,-64|10,-10,-4
5213,2911,115|6,-14,37|-7,-3,-2
4667,-1067,-4994|-180,-12,-12|3,2,7
7709,7552,-6320|-58,-33,42|-7,-8,6
9932,-14,-1601|65,-99,61|-16,5,-1
1482,689,-1116|-56,-9,100|-3,-3,-4
1257,-1435,1944|-53,-24,-70|-2,11,-4
11,1170,2140|-1,27,-52|0,-4,-1
-857,4983,8092|27,-112,-116|0,-3,-9
-51,1418,-2014|1,51,-14|0,-6,5
1840,-2395,3287|100,-34,-41|-10,7,-4
7172,-4534,1644|-104,3,-196|-8,9,9
3793,1108,-2386|-59,-35,-18|-4,0,6
4940,5324,-3099|-64,-123,5|-6,-3,6
693,-1000,-2448|-87,-15,128|4,3,-3
2305,-70,1985|37,-13,81|-7,1,-9
415,68,-1398|-25,-13,98|0,1,-2
687,816,-1415|13,51,81|-6,-11,0
653,0,-769|-39,-36,52|0,4,-1
-2543,1615,744|167,-104,53|-2,1,-11
1180,1717,-2350|-34,-38,82|-4,-7,6
2778,1700,-2231|-155,26,174|-1,-14,-5
-2653,3627,-1955|90,35,-99|-1,-7,8
-1765,-9323,-4693|9,138,-44|2,6,9
11296,704,3003|-40,-133,-5|-14,6,-4
4155,-5660,-5840|-113,115,44|0,2,6
9890,7845,-7875|-78,-41,118|-10,-9,5
-5798,-3292,9367|42,-6,-63|6,5,-10
-766,-184,857|-94,-71,72|6,4,-5
10704,-1479,709|-24,-74,114|-14,6,-7
5675,-39,-2630|-11,-72,-112|-8,4,10
4289,4731,1150|46,-112,-32|-9,-1,0
-1813,-28,85|-54,-59,17|5,3,-1
6026,10931,280|5,-80,32|-8,-10,-2
6455,2585,-4673|-26,-46,-101|-7,-1,11
-5479,713,-7130|120,2,-38|1,-1,11
-6844,6407,-539|-5,-84,13|9,-4,0
-7819,14636,-7832|80,-55,20|6,-16,9
-19,-6814,-3308|40,155,4|-2,1,4
2672,8474,1957|31,-57,-71|-5,-8,1
1426,-9028,-713|-33,129,9|-1,11,1
5296,6047,2827|24,14,-78|-13,-14,-1
-11762,3422,-6437|171,-67,109|11,-2,5
-14963,4181,-2972|98,114,21|21,-14,4
3398,2476,3910|-84,-108,112|-1,2,-13
-6207,827,-4301|-64,-7,-49|14,-1,10
5132,-9475,425|-65,86,57|-5,11,-4
2588,525,-602|-35,-69,-21|-15,4,7
-444,1181,-1962|-7,-59,64|4,-2,7
-1812,-1691,-2050|104,44,27|1,7,12
-1756,-851,-2610|92,17,62|2,4,12
1524,645,1982|-130,-68,-55|4,3,-8
-228,-1843,358|22,113,38|-1,0,-7
-1796,709,-1426|35,-4,-12|9,-5,12
36,2301,-42|-37,-95,46|4,-6,-5
2460,925,1254|7,-9,-120|-19,-6,5
4431,-1315,-1309|-43,107,15|-17,-4,5
-99,3095,-449|-37,-40,14|4,-11,1
961,-1355,1541|-48,25,-33|0,4,-4
1411,-445,1381|-39,53,-25|-3,-3,-4
-272,-665,90|74,92,16|-7,-6,-3
-2117,610,-675|29,-113,-5|14,9,6
283,2320,945|109,-19,-41|-16,-17,-3
-1217,-1385,-30|129,52,-8|-6,5,1
-47,445,30|-77,82,28|10,-14,-4
-644,-5230,-1865|-123,85,-36|10,7,7
-4494,8840,3343|145,-84,-135|1,-16,1
-5306,-890,-2341|0,-12,-77|13,3,11
1417,99,2452|-17,100,-149|-3,-8,4
767,1374,3552|22,-16,-102|-4,-3,-3
542,1874,377|44,16,-105|-5,-7,7
708,1037,-4669|4,-13,96|-4,-4,15
-1040,-1927,-3377|56,33,68|0,7,11
2019,2519,1658|5,-21,-27|-11,-11,-6
1582,467,-2541|-62,17,134|-2,-4,0
-3491,1892,-3016|95,-98,69|9,0,9
-3282,2785,2304|104,-65,-31|7,-8,-9
-3529,-1072,917|77,68,-18|11,-1,-3
-394,-1699,4071|112,11,-104|-9,8,-11
-2883,2729,-570|137,-19,-84|0,-10,10
-531,-2416,-1704|25,61,47|0,5,3
3707,-2056,2383|-55,-22,-32|-6,7,-4
-6769,4235,-3665|95,-73,-4|11,-6,10
2060,779,-236|-64,-71,-61|-1,3,5
2978,-5296,9052|70,112,-139|-13,6,-14
5064,8105,8494|0,-14,-44|-8,-12,-11
7059,-9045,-46|-93,134,38|-6,7,-2
-326,-4145,5974|100,84,-26|-5,2,-8
-1166,3310,5064|16,-75,-90|1,-1,-3
-2819,-6760,-582|63,84,-103|3,12,9
1366,-2413,1038|20,63,75|-5,2,-8
1580,-377,3914|-86,29,-156|0,-1,-5
-1156,-3094,-437|58,92,-17|0,7,4
630,1219,-874|14,-5,-4|-5,-6,5
1409,-2999,-1900|-97,67,60|2,9,4
-1764,573,95|50,-11,95|4,-2,-10
-1935,-719,-1596|69,47,124|3,-1,-4
-5054,-3765,7287|58,132,-38|10,1,-18
146,-1685,5350|-34,-2,-112|2,5,-7
-5691,-216,709|-66,9,26|21,0,-4
5294,3554,280|-124,-109,29|-6,-2,-3
-3052,-1503,5909|116,-36,-66|0,7,-12
1147,-1971,4882|-86,63,-148|3,1,-3
3032,-476,-4660|-118,19,30|0,0,11
6880,1747,-2710|-23,-53,36|-18,-1,5
1916,1757,-626|20,-24,26|-8,-4,0
-4756,1985,-1862|198,4,-35|0,-7,9
-4768,125,-3782|-39,-6,-30|19,0,15
-2812,-4279,730|-83,65,-18|16,9,-1
6800,401,-2138|-171,20,-61|-9,-3,12
-3604,-1987,406|150,-43,-17|0,10,0
-784,-1015,-4082|20,129,-5|1,-7,14
-1828,1757,-1286|-149,1,41|18,-6,1
-239,3187,1315|-37,-97,-105|6,-12,3
249,-1405,-1861|-8,105,102|-1,-2,2
-327,-1629,475|79,0,75|-7,12,-12
897,3,-2845|-108,0,138|6,0,5
753,2179,299|105,-119,-67|-18,-2,6
1721,843,-301|-15,-27,81|-11,-3,-7
-5674,-5952,4901|129,78,-110|1,4,-1
1793,-4546,1994|-48,2,25|0,6,-4
-6833,5771,-267|-16,-16,-13|10,-7,1
1033,5828,4160|-67,2,46|2,-8,-8
3693,-383,1623|-118,-65,-194|-9,9,11
345,-1148,-2598|-27,-70,12|1,14,14
-546,922,1461|89,5,62|-6,-6,-15
687,-3965,-744|-27,77,-34|-1,15,8
-942,-2003,2514|16,63,-63|4,5,-8
-60,2227,417|-14,-153,25|2,3,-5
444,-554,588|-42,-65,-70|2,10,4
-1806,-788,3000|64,5,-128|4,4,-4
1677,-4028,-519|-63,166,20|-3,6,1
786,535,-1968|72,-78,72|-12,5,4
-1029,1045,-2896|2,11,154|4,-5,-2
1336,935,173|-2,-30,95|-5,-1,-9
4654,-1524,660|-44,72,-26|-10,-1,0
-1625,1466,-2174|76,-70,-52|-1,1,10
-1014,-6008,12961|46,59,-29|-1,5,-16
2425,-403,1067|-64,9,-67|0,0,2
11488,5278,-7236|-10,35,-63|-15,-9,13
-197,-726,9313|-34,76,-11|2,-3,-12
-4339,-707,10491|114,95,-120|0,-4,-8
-4852,-4393,-7027|69,36,29|3,4,8
-13193,-5001,326|35,52,50|16,4,-3
10785,-7965,5475|-167,13,-27|-6,10,-6
8087,-156,-9687|-57,-17,-18|-8,1,14
5311,1364,-4493|-117,9,15|-5,-4,10
-1535,4276,3711|55,-66,-133|0,-6,0
-4307,-1380,967|-49,136,-180|14,-6,10
4107,2988,-4843|-132,-20,-16|-1,-6,13
-106,-18,-2952|-145,-18,24|15,2,13
-1987,191,-2686|124,51,90|-2,-6,5
1262,1236,601|13,-44,-43|-8,-2,1
1224,932,4078|-65,-18,-96|0,-3,-12
3143,400,-140|-6,50,-4|-16,-7,1
4359,-1500,50|-110,140,-34|-12,-6,3
-1265,1312,4268|-24,-38,-96|9,-3,-13
768,2262,-1223|-11,-148,73|-3,3,-1
3641,3799,-4840|-72,134,90|-2,-14,3
-6321,-774,-1066|11,6,14|10,1,1
-7902,3272,753|40,-8,83|11,-5,-6
-7188,-3511,430|89,174,5|7,-4,-1
224,10225,-3820|11,-55,-115|-1,-14,13
-4434,-1318,685|-132,57,15|15,-1,-2
513,-1845,6210|-50,-50,-25|2,6,-9
694,4542,2375|-38,-120,-122|1,-1,3
265,-7470,1022|60,74,72|-4,9,-6
1948,3651,6995|9,-42,-41|-4,-4,-10
-3596,-2652,3629|-10,47,-109|7,2,0
6502,7941,3728|-61,-2,-61|-8,-14,-3
-758,6357,-2278|40,97,-15|-1,-17,5
-4949,-2916,2177|65,123,-99|5,-2,2
3466,978,2705|14,-148,4|-7,7,-5
-2870,-5655,3398|87,-83,-17|0,15,-5
13201,879,4322|-94,-26,-45|-18,0,-5
3501,2002,6330|-32,90,-115|-9,-14,-12
-5835,634,3390|7,-28,-80|19,0,-5
753,-710,-750|20,3,-95|-4,2,10
3585,-4550,-5310|2,13,-5|-12,14,18
-295,562,-8829|-15,-51,158|2,2,15
1505,-1688,2896|17,-39,-25|-6,8,-7
-3895,87,571|103,20,94|4,-2,-9
2280,-1763,-29|-14,-23,27|-6,7,-2
2755,-3738,-2429|-59,-22,97|-4,13,0
-2095,-538,1746|83,45,-5|0,-2,-5
-745,2712,-1629|-23,-137,65|4,2,0
-5795,4862,6121|166,-67,-128|5,-10,-9
-443,1290,2766|-35,-95,-104|9,0,-12
369,-1041,57|-78,94,52|7,-3,-7
607,-362,2850|-20,-37,-95|-3,8,-14
-394,-621,-167|-46,4,8|10,5,1
-1034,8022,2236|0,-51,-5|3,-19,-6
1553,-714,1118|-32,-12,173|-2,3,-16
-5129,-1871,1014|-18,46,-39|16,2,0
1882,457,-2228|-4,-45,66|-21,2,15
504,-1337,-2033|-10,16,156|-5,13,0
-523,-310,2569|111,7,-142|-11,3,-8
49,-401,918|46,-42,-15|-8,11,-8
1193,-2689,1022|-28,204,-114|-10,1,5
-1316,-1610,996|81,107,-7|2,3,-10
283,704,-785|-84,20,74|8,-10,-2
1037,-973,2465|-37,65,-106|-7,2,-12
634,-102,-1396|-48,-16,58|-1,4,7
-2343,327,1347|146,14,-97|4,-5,-1
-5127,-1697,4261|-2,-1,-85|12,4,-4
325,449,1216|-40,-75,-70|2,4,2
-1676,8859,4638|14,-170,-68|3,-9,-6
-168,-3437,6436|-53,134,-115|4,-1,-7
-1647,-2770,7103|-17,6,-78|5,6,-11
1224,1638,3942|49,-41,-194|-6,-1,4
-3979,2255,-780|64,-8,82|13,-10,-4
841,145,2690|12,-39,-102|-5,3,-3
-809,-915,1420|42,-91,-49|0,13,-2
-867,1058,-160|66,-15,-29|4,-17,8
-637,1278,910|76,-103,-48|-2,-5,-8
298,733,20|-1,-43,-14|-5,-6,2
533,1753,-310|-8,-134,8|-8,-8,4
-237,-147,670|91,-10,-13|-12,4,-10
-387,468,-390|40,-44,-6|0,-1,8
953,-462,440|-83,104,-89|-2,-11,8
48,1553,-790|13,-92,155|-3,-12,-14
-1696,991,-291|92,-10,47|3,-7,-4
-2626,-389,-51|34,-14,-1|18,5,0
1040,6169,4171|25,-212,-47|-3,2,-4
-7955,-3491,-4509|84,46,21|8,3,6
-3405,-1671,8441|8,-24,-115|5,4,-7
-1340,9774,2036|39,-27,-22|0,-14,-2
-4770,1129,-4754|137,-122,136|0,5,0
1663,5742,172|-78,-157,62|1,-4,-5
-497,1800,-2744|58,3,-12|-3,-5,8
2041,-1089,793|-50,-44,-31|-2,6,0
-4169,4311,-3338|82,-62,66|5,-7,4
1285,-603,955|-22,22,-37|-2,0,0
-6679,-38,-891|100,-88,25|5,5,0
5221,-73,1839|-6,-33,37|-8,2,-5
3576,-8998,-3621|-103,-12,-59|0,15,9
-1219,-1753,10134|70,-93,-56|-2,8,-13
-4824,2202,5234|-7,-26,30|8,-2,-10
2701,-9488,-4426|-78,128,-18|0,8,8
4451,5737,-2326|106,-55,66|-13,-6,0
-8709,6997,1069|104,-1,-31|8,-11,0
3984,2409,-2230|15,-90,16|-8,1,3
-4926,-3597,-3451|13,58,-32|8,3,8
1971,-1518,-3649|93,-5,59|-9,3,3
1344,1584,-5167|78,-116,-31|-7,4,11
948,-6567,-1372|22,46,24|-3,9,1
-273,-330,7076|8,27,-96|0,-1,-7
5865,7524,-6949|9,-7,142|-11,-13,4
-2847,-2211,4040|-33,-103,-140|7,10,1
-9381,4488,-4111|46,-17,-29|14,-7,9
-5605,-5309,-5145|-34,109,-66|12,3,13
4823,1390,-1086|24,25,83|-10,-4,-3
-3988,268,-11811|53,-9,136|4,0,13
1424,-8147,1521|-77,42,72|2,12,-7
-2107,1885,-2505|-21,27,41|5,-5,2
3340,-1280,4419|-11,59,-123|-7,-1,-2
-1039,-7892,-3208|-25,77,65|4,13,3
3949,4172,-1439|-137,-99,19|0,-3,2
614,-1251,446|-22,43,-151|0,0,9
2760,3273,-5354|54,7,109|-10,-8,5
-3417,3331,-4629|117,-115,-6|0,0,11
5,-1048,-975|-76,51,33|5,-1,0
-3301,-5630,2708|38,59,56|5,9,-10
-2750,-4151,7609|-11,38,-98|7,7,-11
-1408,2242,-1675|54,-171,126|8,0,0
-1512,1514,184|-1,-87,-52|17,-4,5
399,331,67|-29,-38,34|0,2,-6
1101,539,2173|-83,-40,-79|0,0,-13
-667,-1554,-960|53,72,71|0,7,0
3233,2151,-2091|-142,-94,158|-15,-10,0
-628,1423,1523|113,-73,-43|-9,-5,-11
906,2099,-180|-68,-104,-24|0,-8,5
10374,2759,3961|-8,-150,-47|-17,4,-4
-6677,-3701,-2125|56,110,62|8,0,0
-6762,-845,3859|41,26,-44|9,0,-4
-1271,294,5831|37,-25,-172|0,1,0
3727,-2103,-5185|-5,98,82|-6,-2,4
293,4068,-2176|166,-101,11|-10,-1,3
-3481,-4789,-918|-38,142,-26|8,0,3
-265,4681,-2828|14,-89,171|0,-14,-3
-455,811,1822|97,-53,-93|-7,1,0
975,-2299,602|36,71,10|-8,4,-4
-371,367,361|26,-44,-33|2,1,-1
-171,627,-424|17,-81,95|0,3,-10
-901,222,-604|90,20,25|0,-8,6
629,-403,-19|-85,55,38|4,-3,-7
-381,652,-339|27,-45,59|2,-4,-5
-971,1542,-779|97,-156,37|0,0,7
1769,-168,-1114|-89,15,98|-16,0,2
5277,8455,-4580|47,-116,112|-11,-7,1
1637,-3935,-7310|-65,58,-80|1,3,16
-10228,-4530,-5630|22,21,142|15,6,1
-6308,3205,-13435|0,-92,167|10,0,12
3842,-785,-2165|-20,22,79|-5,0,-1
-5993,-2115,7530|-81,114,-36|14,-3,-10
6642,-3900,4345|-136,-33,19|-3,8,-8
-6413,1315,3400|-15,-38,28|11,0,-7
1357,6915,2210|69,-18,-64|-6,-10,0
-2699,4182,2636|167,-122,-21|-5,-2,-5
1795,4280,788|50,5,45|-8,-11,-5
1543,2054,-4406|-57,-17,13|0,-4,10
4875,-3322,-1984|56,1,57|-16,8,1
6737,-354,508|-54,11,-3|-13,0,-1
2299,5806,-1970|-55,-93,71|-2,-8,0
2971,1578,2048|-79,-116,0|-2,4,-5
7507,-5366,4414|-96,16,17|-12,12,-12
451,1018,18|11,-9,0|-2,-2,0
4749,-2664,-2572|-70,-95,49|-7,13,3
-603,-266,-842|35,-39,59|0,6,-1
-1589,3372,3289|102,-208,-112|-1,1,-9
-1776,516,-1148|104,-85,-4|0,6,8
2236,2199,-1454|-114,-58,32|-2,-8,6
-1079,142,3612|-27,90,-176|10,-11,-4
536,-436,569|-32,25,21|0,0,-6
1267,-96,671|-75,50,6|0,-5,-5
4240,6035,-1297|190,-50,-3|-16,-6,2
-2124,-847,-12915|1,-54,159|3,4,10
-1125,6812,7213|-121,5,-100|8,-10,-5
3611,1299,-4812|17,-17,111|-6,-1,1
-8155,4185,-3702|12,38,-71|11,-8,9
-3012,-1698,-3591|-51,121,59|7,-4,2
-5972,-1402,11764|181,18,-109|-1,1,-11
-4196,10364,-39|114,-91,-170|0,-10,9
-5824,7330,5400|-13,-142,25|9,-3,-9
-1976,1262,9359|35,22,-63|1,-3,-10
3138,-3783,-513|37,83,-7|-11,4,2
-372,2967,4212|13,-69,-28|0,-3,-9
60,672,2322|39,16,-84|-3,-3,0
937,1299,4314|0,65,10|-3,-9,-14
2862,2199,4314|27,-49,-16|-11,-3,-12
-1788,-2601,1339|70,52,-66|0,4,1
-7413,1474,1214|35,-72,69|20,1,-9
1562,-5926,-1586|53,120,77|-9,9,-1
3387,-701,-436|19,41,-99|-12,-1,9
1037,1299,2789|74,-117,19|-9,5,-10
6887,1999,2264|-212,63,27|-5,-11,-9
-2454,3908,4493|40,-41,-104|4,-8,-5
-1414,138,-330|54,-58,-40|0,4,4
-530,2764,1165|-7,-105,-138|2,0,7
-2584,-4100,4194|99,78,29|0,6,-14
4514,-5452,2088|15,49,2|-14,12,-6
2369,1308,1542|-51,59,-31|-3,-8,-2
783,-4581,-1370|37,110,135|-5,5,-6
1477,-678,-914|1,-160,64|-5,15,-2
-791,-366,-1370|33,-23,58|0,3,0
-743,-750,-6386|-119,68,67|12,-3,16
-23,-234,-2210|1,-91,-82|0,8,14
5569,3198,862|-32,-34,-35|-16,-8,0
1321,-2850,1738|-80,18,-59|2,8,-1
-563,2046,2626|-64,39,-96|7,-10,-1
-383,-5370,1438|66,98,-34|-4,10,-2
3121,1139,-482|-84,-23,29|-11,-5,0
-653,-1530,130|39,35,-34|0,6,3
-5063,-11650,8566|86,28,3|3,16,-13
-2561,-6700,4390|-113,57,-29|10,7,-5
-977,-2254,3256|65,-11,-53|-2,4,-2
-7434,6703,7006|50,-51,19|7,-6,-10
-3300,8809,2170|-16,-65,-97|5,-8,2
-7278,-3242,7708|66,44,-59|6,2,-7
13158,-11588,-3485|-78,-2,148|-13,15,-3
4695,-3515,4705|-61,51,-42|-3,2,-4
2002,639,-1916|-111,-71,21|0,4,9
-347,2052,1387|48,-7,-20|-3,-11,-6
-770,-477,2323|81,67,-34|-4,-4,-10
697,-1323,3682|-10,-19,-138|-3,10,-7
1141,-1102,1582|-22,-40,-140|-8,16,4
-1813,-934,-658|129,-67,35|0,18,2
1001,592,1162|-42,-71,-5|-4,4,-10
-189,-1165,-1456|28,47,62|-2,5,6
-2793,277,-658|154,-56,-10|6,5,8
-2843,830,-240|-412,119,-35|29,-12,0
561,-879,2757|85,-126,396|-5,1,-27
483,-2524,422|71,-362,65|-2,20,-4
-2418,-1522,-852|-345,-217,-122|26,15,9
92,-3025,215|13,-435,32|0,22,-2
3087,-796,-1114|439,-116,-159|-33,10,13
906,70,2639|129,6,379|-10,-5,-26
-182,-50,2623|-27,-10,377|-3,-2,-26
2507,221,1319|357,30,182|-25,2,-15
-1120,-1672,1737|-163,-238,246|9,12,-17
-1240,-2710,1243|-175,-384,177|13,22,-11
-2314,2561,328|-330,367,40|27,-24,-3
2371,-389,-1955|334,-56,-281|-20,3,21
-434,-2848,-913|-67,-408,-130|-1,24,10
2056,-1628,-1558|291,-235,-227|-22,21,15
1053,2653,-1626|154,379,-227|-10,-26,13
-2181,1285,-1166|-310,181,-162|20,-14,9
-2189,-1315,-2270|-311,-188,-322|22,8,16
-1086,-2194,1448|-158,-313,199|12,17,-18
